word,meaning,image 
descant,"{'Noun': ['a decorative musical accompaniment (often improvised'], 'Verb': ['sing in descant', 'sing by changing register; sing by yodeling', ""talk at great length about something of one's interest""]}",
desideratum,{'Noun': ['something desired as a necessity']},
desuetude,{'Noun': ['a state of inactivity or disuse']},
detente,{'Noun': ['the easing of tensions or strained relations (especially between nations']},
detumescence,{'Noun': ['diminution of swelling; the subsidence of anything swollen']},
didactic,{'Adjective': ['instructive (especially excessively']},
dilettante,"{'Noun': ['an amateur who engages in an activity without serious intentions and who pretends to have knowledge'], 'Adjective': ['showing frivolous or superficial interest; amateurish']}",
discountenance,"{'Verb': ['look with disfavor on', 'show disapproval by discouraging']}",
dissimulate,{'Verb': ['hide (feelings']},
dissonance,"{'Noun': [""a conflict of people's opinions or actions or characters"", 'the auditory experience of sound that lacks musical quality; sound that is a disagreeable auditory experience', 'disagreeable sounds']}",
ecclesiastical,{'Adjective': ['of or associated with a church (especially a Christian Church']},
echelon,"{'Noun': ['status in a society or organization', 'a body of troops arranged in a line', 'a diffraction grating consisting of a pile of plates of equal thickness arranged stepwise with a constant offset']}",
ecumenical,"{'Adjective': ['concerned with promoting unity among churches or religions', 'of worldwide scope or applicability']}",
edaclous,,
cffluvia,,
cqoccnttic,,
elysian,"{'Adjective': ['relating to the Elysian Fields', 'being of such surpassing excellence as to suggest inspiration by the gods']}",
emertus,,
emetic,{'Noun': ['a medicine that induces nausea and vomiting']},
empvrean,,
encomiume,,
entente,"{'Noun': ['an informal alliance between countries', 'a friendly understanding between political powers']}",
entree,"{'Noun': ['the principal dish of a meal', 'the right to enter', 'something that provides access (to get in or get out', 'an entrance, especially a theatrical entrance onto a stage or as if onto a stage']}",
ephemeral,"{'Noun': ['anything short-lived, as an insect that lives only for a day in its winged form'], 'Adjective': ['lasting a very short time']}",
epithet,"{'Noun': ['a defamatory or abusive word or phrase', 'descriptive word or phrase']}",
ersatz,"{'Noun': ['an artificial or inferior substitute or imitation'], 'Adjective': ['artificial and inferior']}",
escutcheon,"{'Noun': ['a flat protective covering (on a door or wall etc', '(nautical', 'a shield; especially one displaying a coat of arms']}",
ethereal,"{'Adjective': ['characterized by lightness and insubstantiality; as impalpable or intangible as air', 'of or containing or dissolved in ether', 'of heaven or the spirit', 'characterized by unusual lightness and delicacy']}",
eugenics,{'Noun': ['the study of methods of improving genetic qualities by selective breeding (especially as applied to human mating']},
gvanescent,,
guiscerato,,
aiconat,,
ercoration,,
exculpate,{'Verb': ['pronounce not guilty of criminal charges']},
excunsive,,
exccratc,,
exordlum,,
exscind,,
felicitous,"{'Adjective': ['exhibiting an agreeably appropriate manner or style', 'marked by good fortune']}",
filibuster,"{'Noun': ['a legislator who gives long speeches in an effort to delay or obstruct legislation that he (or she'], 'Verb': ['obstruct deliberately by delaying']}",
fracas,{'Noun': ['noisy quarrel']},
tractious,,
trowaro,,
frowzy,{'Adjective': ['negligent of neatness especially in dress and person; habitually dirty and unkempt']},
fulmination,"{'Noun': ['thunderous verbal attack', 'the act of exploding with noise and violence']}",
furbish,{'Verb': ['polish and make shiny']},
gamin,{'Noun': ['(sometimes offensive']},
gangling,"{'Adjective': ['tall and thin and having long slender limbs', 'tall and thin']}",
garble,{'Verb': ['make false by mutilation or addition; as of a message or story']},
gargantuan,{'Adjective': ['of great mass; huge and bulky']},
gasconade,"{'Noun': ['an instance of boastful talk'], 'Verb': ['show off']}",
gastalt,,
gauche,{'Adjective': ['lacking social polish']},
gaucherie,"{'Noun': ['the quality of being rustic or gauche', 'a socially awkward or tactless act']}",
gauntlet,"{'Noun': ['to offer or accept a challenge', 'a glove of armored leather; protects the hand', 'a glove with long sleeve', 'a form of punishment in which a person is forced to run between two lines of men facing each other and armed with clubs or whips to beat the victim']}",
gelid,{'Adjective': ['extremely cold']},
gendarme,{'Noun': ['a French policeman']},
geodesy,{'Noun': ['the branch of geology that studies the shape of the earth and the determination of the exact position of geographical points']},
germane,{'Adjective': ['relevant and appropriate']},
gerrymander,"{'Noun': ['an act of gerrymandering (dividing a voting area so as to give your own party an unfair advantage'], 'Verb': [""divide unfairly and to one's advantage; of voting districts""]}",
gewgaw,{'Noun': ['cheap showy jewelry or ornament on clothing']},
ghctto,,
gossumu,,
grandiloquent,"{'Adjective': ['lofty in style', 'puffed up with vanity']}",
gratis,"{'Adjective': ['costing nothing'], 'Adverb': ['without payment']}",
grotesque,"{'Noun': ['art characterized by an incongruous mixture of parts of humans and animals interwoven with plants'], 'Adjective': ['distorted and unnatural in shape or size; abnormal and hideous', 'ludicrously odd']}",
gubernatorial,{'Adjective': ['relating to a governor']},
habiliment,"{'Noun': [""a covering designed to be worn on a person's body""]}",
halcyon,"{'Noun': ['(Greek mythology', 'a large kingfisher widely distributed in warmer parts of the Old World', 'a mythical bird said to breed at the time of the winter solstice in a nest floating on the sea and to have the power of calming the winds and waves'], 'Adjective': ['idyllically calm and peaceful; suggesting happy tranquillity', 'marked by peace and prosperity']}",
hallucination,"{'Noun': ['illusory perception; a common symptom of severe mental disorder', 'a mistaken or unfounded opinion or idea', 'an object perceived during a hallucinatory episode']}",
harridan,{'Noun': ['a scolding (even vicious']},
hauteur,{'Noun': ['overbearing pride evidenced by a superior manner toward inferiors']},
hebdomadal,{'Adjective': ['of or occurring every seven days']},
hector,"{'Noun': ['(Greek mythology'], 'Verb': ['be bossy towards']}",
hieroglyphic,"{'Noun': ['writing that resembles hieroglyphics (usually by being illegible', 'a writing system using picture symbols; used in ancient Egypt'], 'Adjective': ['resembling hieroglyphic writing', 'written in or belonging to a writing system using pictorial symbols']}",
polloi,,
holocaust,"{'Noun': ['an act of mass destruction and loss of life (especially in war or by fire', 'the mass murder of Jews under the German Nazi regime from 1941 until 1945']}",
homiletics,"{'Noun': ['the branch of theology that deals with sermons and homilies', 'the art of preaching']}",
nors,,
oeuvte,,
hortatory,{'Adjective': ['giving strong encouragement']},
hubris,{'Noun': ['overbearing pride or presumption']},
ignominious,{'Adjective': ['(used of conduct or character']},
immurc,,
impucunious,,
imprecation,"{'Noun': ['the act of calling down a curse that invokes evil (and usually serves as an insult', 'a slanderous accusation']}",
incertitude,{'Noun': ['the state of being unsure of something']},
inchoate,{'Adjective': ['only partly in existence; imperfectly formed']},
incinerate,"{'Verb': ['become reduced to ashes', 'cause to undergo combustion']}",
inclement,"{'Adjective': ['(of weather or climate', 'used of persons or behavior; showing no clemency or mercy']}",
indelible,{'Adjective': ['cannot be removed or erased']},
indigence,{'Noun': ['a state of extreme poverty or destitution']},
ineluctable,{'Adjective': ['impossible to avoid or evade']},
ingrate,{'Noun': ['a person who shows no gratitude']},
innuendo,{'Noun': ['an indirect (and usually malicious']},
insidious,"{'Adjective': ['beguiling but harmful', 'intended to entrap', 'working or spreading in a hidden and usually injurious way']}",
insinuate,"{'Verb': ['introduce or insert (oneself', 'give to understand']}",
insuperable,"{'Adjective': ['impossible to surmount', 'incapable of being surmounted or excelled']}",
inter,{'Verb': ['place in a grave or tomb']},
interdict,"{'Noun': ['an ecclesiastical censure by the Roman Catholic Church withdrawing certain sacraments and Christian burial from a person or all persons in a particular district', 'a court order prohibiting a party from doing a certain activity'], 'Verb': [""destroy by firepower, such as an enemy's line of communication"", 'command against']}",
interloper,{'Noun': ['someone who intrudes on the privacy or property of another without permission']},
interrcgnum,,
unvechvo,,
invcteratc,,
invidlous,,
jackanapes,{'Noun': ['someone who is unimportant but cheeky and presumptuous']},
jamboree,{'Noun': ['a gay festivity']},
nced,,
jape,{'Noun': ['a humorous anecdote or remark intended to provoke laughter']},
jejune,"{'Adjective': ['of insufficient quantity to meet a need', 'displaying or suggesting a lack of maturity', 'lacking interest or significance or impact']}",
jeremiad,{'Noun': ['a long and mournful complaint']},
jingoist,{'Noun': ['an extreme bellicose nationalist']},
vivre,,
jung,{'Noun': ['Swiss psychologist (1875-1961']},
juxtaposition,"{'Noun': ['the act of positioning close together (or side by side', 'a side-by-side position']}",
cour,,
kerfuffle,{'Noun': ['a disorderly outburst or tumult']},
